created,id,option__id,option__key,option__value,option__vote,person__bioguideid,person__birthday,person__cspanid,person__firstname,person__gender,person__gender_label,person__id,person__lastname,person__link,person__middlename,person__name,person__namemod,person__nickname,person__osid,person__pvsid,person__sortname,person__twitterid,person__youtubeid,person_role__caucus,person_role__congress_numbers,person_role__current,person_role__description,person_role__district,person_role__enddate,person_role__id,person_role__leadership_title,person_role__party,person_role__person,person_role__phone,person_role__role_type,person_role__role_type_label,person_role__senator_class,person_role__senator_rank,person_role__startdate,person_role__state,person_role__title,person_role__title_long,person_role__website,vote__category,vote__category_label,vote__chamber,vote__chamber_label,vote__congress,vote__created,vote__id,vote__link,vote__missing_data,vote__number,vote__question,vote__question_details,vote__related_amendment,vote__related_bill,vote__required,vote__result,vote__session,vote__source,vote__source_label,vote__total_minus,vote__total_other,vote__total_plus,vote__vote_type,voter_type,voter_type_label
2014-12-11T21:37:00,30539558,444750,-,Nay,116058,M001149,1955-01-18,1003591,Michael,male,Male,400274,Michaud,https://www.govtrack.us/congress/members/michael_michaud/400274,H.,Rep. Michael Michaud [D-ME2],,,N00024770,6582,"Michaud, Michael (Rep.) [D-ME2]",RepMikeMichaud,repmikemichaud,,[113],True,Representative for Maine's 2nd congressional district,2,2015-01-03,42794,,Democrat,400274,202-225-6306,representative,Representative,,,2013-01-03,ME,Rep.,Representative,http://michaud.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539340,444749,+,Yea,116058,M001150,1954-05-07,1003594,Candice,female,Female,400276,Miller,https://www.govtrack.us/congress/members/candice_miller/400276,S.,Rep. Candice Miller [R-MI10],,,N00009795,2062,"Miller, Candice (Rep.) [R-MI10]",CandiceMiller,candicemi10,,[113],True,Representative for Michigan's 10th congressional district,10,2015-01-03,42795,,Republican,400276,202-225-2106,representative,Representative,,,2013-01-03,MI,Rep.,Representative,http://candicemiller.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539639,444752,0,Not Voting,116058,M001139,1948-10-16,57888,Gary,male,Male,400277,Miller,https://www.govtrack.us/congress/members/gary_miller/400277,G.,Rep. Gary Miller [R-CA31],,,N00006954,8346,"Miller, Gary (Rep.) [R-CA31]",RepGaryMiller,GaryGMiller,,[113],True,Representative for California's 31st congressional district,31,2015-01-03,42796,,Republican,400277,202-225-3201,representative,Representative,,,2013-01-03,CA,Rep.,Representative,http://garymiller.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539341,444749,+,Yea,116058,M000725,1945-05-17,622,George,male,Male,400278,Miller,https://www.govtrack.us/congress/members/george_miller/400278,,Rep. George Miller [D-CA11],,,N00007390,26734,"Miller, George (Rep.) [D-CA11]",AskGeorge,RepGeorgeMiller,,[113],True,Representative for California's 11th congressional district,11,2015-01-03,42797,,Democrat,400278,202-225-2095,representative,Representative,,,2013-01-03,CA,Rep.,Representative,http://georgemiller.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539559,444750,-,Nay,116058,M001144,1959-06-27,91615,Jeff,male,Male,400279,Miller,https://www.govtrack.us/congress/members/jeff_miller/400279,,Rep. Jeff Miller [R-FL1],,,N00013846,17276,"Miller, Jeff (Rep.) [R-FL1]",,RepJeffMiller,,[113],True,Representative for Florida's 1st congressional district,1,2015-01-03,42798,,Republican,400279,202-225-4136,representative,Representative,,,2013-01-03,FL,Rep.,Representative,http://jeffmiller.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539342,444749,+,Yea,116058,M000933,1945-05-16,4269,James,male,Male,400283,Moran,https://www.govtrack.us/congress/members/james_moran/400283,P.,Rep. James “Jim” Moran [D-VA8],Jr.,Jim,N00002083,27118,"Moran, James “Jim” (Rep.) [D-VA8]",Jim_Moran,RepJamesPMoran,,[113],True,Representative for Virginia's 8th congressional district,8,2015-01-03,42799,,Democrat,400283,202-225-4376,representative,Representative,,,2013-01-03,VA,Rep.,Representative,http://moran.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539345,444749,+,Yea,116058,M001151,1952-09-11,1003612,Tim,male,Male,400285,Murphy,https://www.govtrack.us/congress/members/tim_murphy/400285,,Rep. Tim Murphy [R-PA18],,,N00024992,9794,"Murphy, Tim (Rep.) [R-PA18]",RepTimMurphy,TimMurphyPA18,,[113],True,Representative for Pennsylvania's 18th congressional district,18,2015-01-03,42800,,Republican,400285,202-225-2301,representative,Representative,,,2013-01-03,PA,Rep.,Representative,http://murphy.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539562,444750,-,Nay,116058,N000002,1947-06-13,26159,Jerrold,male,Male,400289,Nadler,https://www.govtrack.us/congress/members/jerrold_nadler/400289,L.,Rep. Jerrold Nadler [D-NY10],,,N00000939,26980,"Nadler, Jerrold (Rep.) [D-NY10]",RepJerryNadler,congressmannadler,,[113],True,Representative for New York's 10th congressional district,10,2015-01-03,42801,,Democrat,400289,202-225-5635,representative,Representative,,,2013-01-03,NY,Rep.,Representative,http://nadler.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539563,444750,-,Nay,116058,N000179,1936-12-04,57873,Grace,female,Female,400290,Napolitano,https://www.govtrack.us/congress/members/grace_napolitano/400290,F.,Rep. Grace Napolitano [D-CA32],,,N00006789,8393,"Napolitano, Grace (Rep.) [D-CA32]",GraceNapolitano,RepGraceNapolitano,,[113],True,Representative for California's 32nd congressional district,32,2015-01-03,42802,,Democrat,400290,202-225-5256,representative,Representative,,,2013-01-03,CA,Rep.,Representative,http://napolitano.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539564,444750,-,Nay,116058,N000015,1949-02-14,6103,Richard,male,Male,400291,Neal,https://www.govtrack.us/congress/members/richard_neal/400291,E.,Rep. Richard Neal [D-MA1],,,N00000153,26895,"Neal, Richard (Rep.) [D-MA1]",RepRichardNeal,RepRichardENeal,,[113],True,Representative for Massachusetts's 1st congressional district,1,2015-01-03,42803,,Democrat,400291,202-225-5601,representative,Representative,,,2013-01-03,MA,Rep.,Representative,http://neal.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539349,444749,+,Yea,116058,N000181,1973-10-01,1003553,Devin,male,Male,400297,Nunes,https://www.govtrack.us/congress/members/devin_nunes/400297,G.,Rep. Devin Nunes [R-CA22],,,N00007248,16725,"Nunes, Devin (Rep.) [R-CA22]",Rep_DevinNunes,RepDevinNunes,,[113],True,Representative for California's 22nd congressional district,22,2015-01-03,42805,,Republican,400297,202-225-2523,representative,Representative,,,2013-01-03,CA,Rep.,Representative,http://nunes.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539569,444750,-,Nay,116058,P000034,1951-10-30,6107,Frank,male,Male,400308,Pallone,https://www.govtrack.us/congress/members/frank_pallone/400308,J.,Rep. Frank Pallone [D-NJ6],Jr.,,N00000781,26951,"Pallone, Frank (Rep.) [D-NJ6]",FrankPallone,repfrankpallone,,[113],True,Representative for New Jersey's 6th congressional district,6,2015-01-03,42806,,Democrat,400308,202-225-4671,representative,Representative,,,2013-01-03,NJ,Rep.,Representative,http://pallone.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539570,444750,-,Nay,116058,P000096,1937-01-25,45543,Bill,male,Male,400309,Pascrell,https://www.govtrack.us/congress/members/bill_pascrell/400309,J.,Rep. Bill Pascrell [D-NJ9],Jr.,,N00000751,478,"Pascrell, Bill (Rep.) [D-NJ9]",BillPascrell,RepPascrell,,[113],True,Representative for New Jersey's 9th congressional district,9,2015-01-03,42807,,Democrat,400309,202-225-5751,representative,Representative,,,2013-01-03,NJ,Rep.,Representative,http://pascrell.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539353,444749,+,Yea,116058,P000099,1943-06-28,20628,Ed,male,Male,400310,Pastor,https://www.govtrack.us/congress/members/ed_pastor/400310,,Rep. Ed Pastor [D-AZ7],,,N00006397,26719,"Pastor, Ed (Rep.) [D-AZ7]",,,,[113],True,Representative for Arizona's 7th congressional district,7,2015-01-03,42808,,Democrat,400310,202-225-4065,representative,Representative,,,2013-01-03,AZ,Rep.,Representative,http://www.pastor.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539355,444749,+,Yea,116058,P000588,1947-08-24,12063,Stevan,male,Male,400313,Pearce,https://www.govtrack.us/congress/members/stevan_pearce/400313,E.,Rep. Stevan “Steve” Pearce [R-NM2],,Steve,N00012672,10655,"Pearce, Stevan “Steve” (Rep.) [R-NM2]",RepStevePearce,NMStevePearce,,[113],True,Representative for New Mexico's 2nd congressional district,2,2015-01-03,42809,,Republican,400313,202-225-2365,representative,Representative,,,2013-01-03,NM,Rep.,Representative,http://pearce.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539572,444750,-,Nay,116058,P000197,1940-03-26,6153,Nancy,female,Female,400314,Pelosi,https://www.govtrack.us/congress/members/nancy_pelosi/400314,,Rep. Nancy Pelosi [D-CA12],,,N00007360,26732,"Pelosi, Nancy (Rep.) [D-CA12]",NancyPelosi,nancypelosi,,[113],True,Representative for California's 12th congressional district,12,2015-01-03,42810,Minority Leader,Democrat,400314,202-225-4965,representative,Representative,,,2013-01-03,CA,Rep.,Representative,http://pelosi.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539574,444750,-,Nay,116058,P000258,1944-06-29,23978,Collin,male,Male,400316,Peterson,https://www.govtrack.us/congress/members/collin_peterson/400316,Clark,Rep. Collin Peterson [D-MN7],,,N00004558,26926,"Peterson, Collin (Rep.) [D-MN7]",,,,[113],True,Representative for Minnesota's 7th congressional district,7,2015-01-03,42811,,Democrat,400316,202-225-2165,representative,Representative,,,2013-01-03,MN,Rep.,Representative,http://collinpeterson.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539359,444749,+,Yea,116058,P000265,1940-05-28,3190,Thomas,male,Male,400318,Petri,https://www.govtrack.us/congress/members/thomas_petri/400318,E.,Rep. Thomas “Tom” Petri [R-WI6],,Tom,N00004426,27139,"Petri, Thomas “Tom” (Rep.) [R-WI6]",,TomPetri,,[113],True,Representative for Wisconsin's 6th congressional district,6,2015-01-03,42812,,Republican,400318,202-225-2476,representative,Representative,,,2013-01-03,WI,Rep.,Representative,http://petri.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539361,444749,+,Yea,116058,P000373,1939-10-10,11706,Joseph,male,Male,400320,Pitts,https://www.govtrack.us/congress/members/joseph_pitts/400320,R.,Rep. Joseph Pitts [R-PA16],,,N00001633,265,"Pitts, Joseph (Rep.) [R-PA16]",RepJoePitts,congressmanjoepitts,,[113],True,Representative for Pennsylvania's 16th congressional district,16,2015-01-03,42813,,Republican,400320,202-225-2411,representative,Representative,,,2013-01-03,PA,Rep.,Representative,http://pitts.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539363,444749,+,Yea,116058,P000523,1940-08-17,6748,David,male,Male,400326,Price,https://www.govtrack.us/congress/members/david_price/400326,E.,Rep. David Price [D-NC4],,,N00002260,119,"Price, David (Rep.) [D-NC4]",RepDavidEPrice,RepDavidPrice,,[113],True,Representative for North Carolina's 4th congressional district,4,2015-01-03,42814,,Democrat,400326,202-225-1784,representative,Representative,,,2013-01-03,NC,Rep.,Representative,http://price.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539581,444750,-,Nay,116058,R000011,1949-05-20,8272,Nick,male,Male,400331,Rahall,https://www.govtrack.us/congress/members/nick_rahall/400331,J.,Rep. Nick Rahall [D-WV3],II,,N00002198,27133,"Rahall, Nick (Rep.) [D-WV3]",,NRAHALLWV03,,[113],True,Representative for West Virginia's 3rd congressional district,3,2015-01-03,42815,,Democrat,400331,202-225-3452,representative,Representative,,,2013-01-03,WV,Rep.,Representative,http://rahall.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539582,444750,-,Nay,116058,R000053,1930-06-11,1745,Charles,male,Male,400333,Rangel,https://www.govtrack.us/congress/members/charles_rangel/400333,B.,Rep. Charles “Charlie” Rangel [D-NY13],,Charlie,N00000964,26979,"Rangel, Charles “Charlie” (Rep.) [D-NY13]",CBRangel,RepRangel,,[113],True,Representative for New York's 13th congressional district,13,2015-01-03,42816,,Democrat,400333,202-225-4365,representative,Representative,,,2013-01-03,NY,Rep.,Representative,http://rangel.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539373,444749,+,Yea,116058,R000395,1937-12-31,6739,Harold,male,Male,400340,Rogers,https://www.govtrack.us/congress/members/harold_rogers/400340,,Rep. Harold “Hal” Rogers [R-KY5],,Hal,N00003473,26875,"Rogers, Harold “Hal” (Rep.) [R-KY5]",RepHalRogers,RepHalRogers,,[113],True,Representative for Kentucky's 5th congressional district,5,2015-01-03,42818,,Republican,400340,202-225-4601,representative,Representative,,,2013-01-03,KY,Rep.,Representative,http://halrogers.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539584,444750,-,Nay,116058,R000575,1958-07-16,1014740,Mike,male,Male,400341,Rogers,https://www.govtrack.us/congress/members/mike_rogers/400341,,Rep. Mike Rogers [R-AL3],,,N00024759,5705,"Rogers, Mike (Rep.) [R-AL3]",RepMikeRogersAL,MikeRogersAL03,,[113],True,Representative for Alabama's 3rd congressional district,3,2015-01-03,42817,,Republican,400341,202-225-3261,representative,Representative,,,2013-01-03,AL,Rep.,Representative,http://mike-rogers.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539374,444749,+,Yea,116058,R000572,1963-06-02,86133,Mike,male,Male,400342,Rogers,https://www.govtrack.us/congress/members/mike_rogers/400342,,Rep. Mike Rogers [R-MI8],,,N00009668,8751,"Rogers, Mike (Rep.) [R-MI8]",RepMikeRogers,RepMikeRogers,,[113],True,Representative for Michigan's 8th congressional district,8,2015-01-03,42819,,Republican,400342,202-225-4872,representative,Representative,,,2013-01-03,MI,Rep.,Representative,http://mikerogers.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539585,444750,-,Nay,116058,R000409,1947-06-21,5590,Dana,male,Male,400343,Rohrabacher,https://www.govtrack.us/congress/members/dana_rohrabacher/400343,T.,Rep. Dana Rohrabacher [R-CA48],,,N00007151,26763,"Rohrabacher, Dana (Rep.) [R-CA48]",,,,[113],True,Representative for California's 48th congressional district,48,2015-01-03,42820,,Republican,400343,202-225-2415,representative,Representative,,,2013-01-03,CA,Rep.,Representative,http://rohrabacher.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539377,444749,+,Yea,116058,R000435,1952-07-15,3206,Ileana,female,Female,400344,Ros-Lehtinen,https://www.govtrack.us/congress/members/ileana_ros_lehtinen/400344,,Rep. Ileana Ros-Lehtinen [R-FL27],,,N00002858,26815,"Ros-Lehtinen, Ileana (Rep.) [R-FL27]",RosLehtinen,IleanaRosLehtinen,,[113],True,Representative for Florida's 27th congressional district,27,2015-01-03,42821,,Republican,400344,202-225-3931,representative,Representative,,,2013-01-03,FL,Rep.,Representative,http://ros-lehtinen.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539586,444750,-,Nay,116058,R000486,1941-06-12,26136,Lucille,female,Female,400347,Roybal-Allard,https://www.govtrack.us/congress/members/lucille_roybal_allard/400347,,Rep. Lucille Roybal-Allard [D-CA40],,,N00006671,26766,"Roybal-Allard, Lucille (Rep.) [D-CA40]",RepRoybalAllard,RepRoybalAllard,,[113],True,Representative for California's 40th congressional district,40,2015-01-03,42822,,Democrat,400347,202-225-1766,representative,Representative,,,2013-01-03,CA,Rep.,Representative,http://roybal-allard.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539381,444749,+,Yea,116058,R000487,1951-10-12,28461,Edward,male,Male,400348,Royce,https://www.govtrack.us/congress/members/edward_royce/400348,R.,Rep. Edward “Ed” Royce [R-CA39],,Ed,N00008264,26772,"Royce, Edward “Ed” (Rep.) [R-CA39]",RepEdRoyce,RepEdRoyce,,[113],True,Representative for California's 39th congressional district,39,2015-01-03,42823,,Republican,400348,202-225-4111,representative,Representative,,,2013-01-03,CA,Rep.,Representative,http://royce.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539384,444749,+,Yea,116058,R000576,1946-01-31,49155,C.,male,Male,400349,Ruppersberger,https://www.govtrack.us/congress/members/a_dutch_ruppersberger/400349,A. Dutch,Rep. A. Dutch Ruppersberger [D-MD2],,,N00025482,36130,"Ruppersberger, A. Dutch (Rep.) [D-MD2]",Call_Me_Dutch,ruppersberger,,[113],True,Representative for Maryland's 2nd congressional district,2,2015-01-03,42824,,Democrat,400349,202-225-3061,representative,Representative,,,2013-01-03,MD,Rep.,Representative,http://ruppersberger.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539587,444750,-,Nay,116058,R000515,1946-11-23,26127,Bobby,male,Male,400350,Rush,https://www.govtrack.us/congress/members/bobby_rush/400350,L.,Rep. Bobby Rush [D-IL1],,,N00004887,26831,"Rush, Bobby (Rep.) [D-IL1]",RepBobbyRush,CongressmanRush,,[113],True,Representative for Illinois's 1st congressional district,1,2015-01-03,42825,,Democrat,400350,202-225-4372,representative,Representative,,,2013-01-03,IL,Rep.,Representative,http://rush.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539385,444749,+,Yea,116058,R000570,1970-01-29,57970,Paul,male,Male,400351,Ryan,https://www.govtrack.us/congress/members/paul_ryan/400351,D.,Rep. Paul Ryan [R-WI1],,,N00004357,26344,"Ryan, Paul (Rep.) [R-WI1]",RepPaulRyan,reppaulryan,,[113],True,Representative for Wisconsin's 1st congressional district,1,2015-01-03,42827,,Republican,400351,202-225-3031,representative,Representative,,,2013-01-03,WI,Rep.,Representative,http://paulryan.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539588,444750,-,Nay,116058,R000577,1973-07-16,1003608,Tim,male,Male,400352,Ryan,https://www.govtrack.us/congress/members/tim_ryan/400352,J.,Rep. Tim Ryan [D-OH13],,,N00025280,45638,"Ryan, Tim (Rep.) [D-OH13]",RepTimRyan,timryanvision,,[113],True,Representative for Ohio's 13th congressional district,13,2015-01-03,42826,,Democrat,400352,202-225-5261,representative,Representative,,,2013-01-03,OH,Rep.,Representative,http://timryan.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
